date, pm10, o3, no2, so2, co
2019/12/29, 18, , , , 
2019/7/1, 28, 47, 37, , 
2019/7/2, 22, 51, 31, , 
2019/7/3, 19, 55, 39, , 
2019/7/4, 23, 55, 49, , 
2019/7/5, 27, 58, 41, , 
2019/7/6, 25, 45, 28, , 
2019/7/7, 16, 26, 33, , 
2019/7/8, 23, 39, 31, , 
2019/7/9, 13, 37, 30, , 
2019/7/10, 13, 34, 38, , 
2019/7/11, 17, 32, 32, , 
2019/7/12, 11, 27, 27, , 
2019/7/13, 7, 31, 17, , 
2019/7/14, 18, 39, 22, , 
2019/7/15, 20, 41, 39, , 
2019/7/16, 41, 51, 43, , 
2019/7/17, 22, 53, 49, , 
2019/7/18, 22, 56, 42, , 
2019/7/19, 24, 47, 41, , 
2019/7/20, 28, 35, 26, , 
2019/7/21, 16, 39, 37, , 
2019/7/22, 21, 54, 31, , 
2019/7/23, 25, 71, 45, , 
2019/7/24, 29, 59, 39, , 
2019/7/25, 29, 76, 43, , 
2019/7/26, 33, 49, 28, , 
2019/7/27, 22, 34, 27, , 
2019/7/28, 21, 28, 29, , 
2019/7/29, 20, 43, 40, , 
2019/7/30, 23, 26, 37, , 
2019/7/31, 19, 40, 32, , 
2019/8/1, 20, 41, 36, , 
2019/8/2, 22, 35, 28, , 
2019/8/3, 19, 48, 29, , 
2019/8/4, 16, 44, 44, , 
2019/8/5, 21, 38, 37, , 
2019/8/6, 18, 31, 35, , 
2019/8/7, 18, 33, 37, , 
2019/8/8, 17, 34, 36, , 
2019/8/9, 19, 25, 28, , 
2019/8/10, 15, 39, 13, , 
2019/8/11, 10, 27, 28, , 
2019/8/12, 15, 27, 31, , 
2019/8/13, 13, 35, 34, , 
2019/8/14, 17, 27, 22, , 
2019/8/15, 16, 30, 24, , 
2019/8/16, 13, 34, 29, , 
